AgentID,Profile,Avatar,In_Time,Out_Time,In_Location,Out_Location,Target_Speed(m/s),Distance_Traveled(m),Congested_Duration(s),Total_Duration(s),LOS_A_Duration(s),LOS_B_Duration(s),LOS_C_Duration(s),LOS_D_Duration(s),LOS_E_Duration(s),LOS_F_Duration(s)
1088,slimFastActiv,Blue_LowPoly,02:56:57,03:00:18,gate1S5,seats3P1S5,2.98837,93.8169,171,200.6,176,10,11.6,2.8,0.2,0
1068,slimFastActiv,Blue_LowPoly,02:56:37,03:00:19,gate1S5,seats3P1S5,2.87027,92.4977,192.4,222.4,82.8,100.6,25.8,13.2,0,0
1119,slimFastActiv,Blue_LowPoly,02:57:59,03:00:19,gate2S5,seats2P1S5,2.60962,133.038,88.2,140.6,96.4,9.6,19.2,14.8,0.6,0
1103,fatSlowLazy,Orange_LowPoly,02:57:22,03:00:19,gate2S5,seats2P1S5,1.40085,135.771,93,177.4,67,36.6,67,5,1.8,0
1081,slimFastActiv,Blue_LowPoly,02:56:47,03:00:20,gate2S5,seats1P1S5,2.4388,110.911,166.6,213,80.4,54,60,15.4,3.2,0
1126,slimFastActiv,Blue_LowPoly,02:58:12,03:00:20,gate2S5,seats1P1S5,1.82746,111.688,70.4,128.4,58.8,35.8,16.2,16.4,1.2,0
1014,slimFastActiv,Blue_LowPoly,02:54:59,03:00:21,gate2S5,seats1P1S5,2.45329,105.732,273.2,321.8,135.4,15.2,122.8,47,1.4,0
1113,slimFastActiv,Blue_LowPoly,02:57:44,03:00:21,gate1S5,seats3P1S5,2.59182,94.512,116.6,157,117.4,4.2,18,14,3.4,0
1124,DefaultProfile,Green_LowPoly,02:58:03,03:00:21,gate2S5,seats1P1S5,1.36291,115.376,62.4,138.6,57.4,41.2,34.2,4.2,1.6,0
1135,slimFastActiv,Blue_LowPoly,02:58:56,03:00:21,gate1S5,seats1P1S5,2.22009,54.182,61.8,85.2,53.6,7.4,17.8,3.4,3,0
1138,slimFastActiv,Blue_LowPoly,02:59:07,03:00:22,gate1S5,seats1P1S5,1.94788,53.5094,49.6,75.8,40.6,7.8,21.2,5,1.2,0
1086,DefaultProfile,Green_LowPoly,02:56:55,03:00:23,gate2S5,seats3P1S5,1.40494,154.422,115.6,208.2,59.6,116.4,24.4,4.4,2.2,1.2
1134,slimFastActiv,Blue_LowPoly,02:58:55,03:00:23,gate1S5,seats1P1S5,2.3504,75.4215,60.4,87.4,30,17.8,15.6,18.8,5.2,0
1053,slimFastActiv,Blue_LowPoly,02:56:18,03:00:23,gate2S5,seats3P1S5,1.61626,146.744,150.4,245.6,198.6,20,14,7.8,2,3.2
1052,slimFastActiv,Blue_LowPoly,02:56:18,03:00:23,gate2S5,seats2P1S5,2.04082,128.544,178,245.8,69.6,76.2,77.2,10,9.2,3.6
1065,DefaultProfile,Green_LowPoly,02:56:36,03:00:23,gate2S5,seats1P1S5,1.45386,121.271,147.6,227.8,85.8,25,78.8,32.8,5.4,0
1077,DefaultProfile,Green_LowPoly,02:56:44,03:00:23,gate1S5,seats1P1S5,1.55744,50.6787,188.2,219.6,3.8,7.6,35.6,152.4,20.2,0
1080,DefaultProfile,Green_LowPoly,02:56:46,03:00:24,gate1S5,seats1P1S5,1.70688,49.2909,188.8,217.8,4.2,22,45.8,130.4,15.4,0
